cnty,GEOID,w_as_ln,w_ba_ln,w_cd_ln,w_cr_ln,w_cn_ln,w_fl_ln,w_hg_ln,w_no3_ln,w_no2_ln,w_se_ln,w_sb_ln,w_endrin_ln,w_methoxychlor_ln,w_dalapon_ln,w_deha_ln,w_simazine_ln,w_dehp_ln,w_picloram_ln,w_dinoseb_ln,w_atrazine_ln,w_24d_ln,w_benzoap_ln,w_pcp_ln,w_pcb_ln,w_dbcp_ln,w_edb_ln,w_xylenes_ln,w_chlordane_ln,w_dcm_ln,w_pdcb_ln,w_111trichlorane_ln,w_trichlorene_ln,w_c2cl4_ln,w_benzene_ln,w_toluene_ln,w_ethylbenz_ln,w_stryene_ln,w_dce_ln,tot_pop,pop_abv_50y
Webster,31181,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-2.975929646,-0.072570693,-6.907755279,-4.605170186,-4.605170186,-6.907755279,-6.214608098,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.506557897,-0.673344553,-0.510825624,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,3812,1718
Boone,31011,-6.907755,-6.907755,-6.907755,-6.907755,-2.97593,-0.0174853,-6.907755,-6.907755,-6.907755,-6.907755,-6.214608,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-3.863233,-0.6911492,-0.2218943,-6.907755,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,5505,2370
Boone,31011,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-2.975929646,0,-6.907755279,-4.605170186,-4.605170186,-6.907755279,-6.214608098,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.506557897,-0.673344553,-0.105360516,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,5505,2370
Burt,31021,-5.805815,-0.7743573,-6.214608,-4.50081,-2.97593,-0.2130164,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-3.903724,-0.9200478,-0.7816142,-6.907755,-0.7493649,-0.8187104,-0.8074363,-0.8187104,-0.7707484,-0.8224968,-0.8187104,-0.7816142,-0.8074363,-0.8224968,6858,3124
Burt,31021,-5.80914299,-0.755022584,-6.214608098,-4.509860006,-2.975929646,-0.186329578,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.540459449,-0.891598119,-0.579818495,-3.912023005,-0.562118918,-0.776528789,-0.776528789,-0.776528789,-0.755022584,-0.597837001,-0.673344553,-2.995732274,-0.597837001,-0.776528789,6858,3124
Dixon,31051,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-2.975929646,0.076961041,-6.907755279,-4.605170186,-4.605170186,-6.907755279,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.776528789,-0.301105093,-1.514127733,-0.544727175,-0.733969175,-0.755022584,-0.733969175,-0.733969175,-0.579818495,-0.634878272,-2.995732274,-0.579818495,-0.755022584,6000,2393
Dixon,31051,-6.907755,-6.907755,-6.907755,-6.907755,-2.97593,0.0592119,-6.907755,-6.907755,-6.907755,-6.907755,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.863233,-0.7880074,-0.4466778,-1.60445,-0.7344902,-0.7852625,-0.7770724,-0.7852625,-0.7502468,-0.7880074,-0.7852625,-0.7582192,-0.7770724,-0.7880074,6000,2393
Furnas,31065,-6.907755,-6.907755,-6.907755,-6.907755,-2.97593,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.863233,-0.6911492,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,4959,2304
Furnas,31065,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-2.975929646,-3.912023005,-6.907755279,-4.605170186,-4.605170186,-6.907755279,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.673344553,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,4959,2304
Phelps,31137,-5.180041,-2.368132,-6.214608,-5.591943,-2.97593,-0.178728,-6.214608,-6.907755,-6.907755,-4.214432,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.272905,-6.907755,-2.796881,-6.907755,-6.907755,-3.897838,-0.7635697,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,9188,3636
Phelps,31137,-5.11599581,-2.302585093,-6.214608098,-5.521460918,-2.975929646,-0.15082289,-6.214608098,-4.605170186,-4.605170186,-4.199705078,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.040220829,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.540459449,-0.733969175,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,9188,3636
Dawes,31045,-5.266173,-1.883875,-6.214608,-5.823411,-2.97593,-0.9433194,-6.214608,-6.907755,-6.907755,-4.899541,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.079442,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.863233,-1.029708,-0.7588122,-1.60445,-0.8326647,-1.018877,-0.9870709,-1.018877,-0.8878112,-1.029708,-1.018877,-0.9165686,-0.9870709,-1.029708,9182,3119
Dawes,31045,-5.298317367,-1.832581464,-6.214608098,-5.80914299,-2.975929646,-0.891598119,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.771956842,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.994252273,-0.562118918,-1.514127733,-0.634878272,-0.967584026,-0.967584026,-0.967584026,-0.867500568,-0.755022584,-0.84397007,-2.995732274,-0.755022584,-0.967584026,9182,3119
Keith,31101,-5.298317367,-2.120263536,-6.214608098,-6.214608098,-6.907755279,0.009950331,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.907755279,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.575550769,-0.94160854,-0.562118918,-1.514127733,-0.544727175,-0.733969175,-0.733969175,-0.733969175,-0.713349888,-0.562118918,-0.634878272,-2.995732274,-0.562118918,-0.733969175,8368,3790
Hamilton,31081,-5.595545,-2.061209,-6.214608,-5.336106,-2.97593,-0.8750688,-6.214608,-6.907755,-6.907755,-4.921938,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.897838,-0.7635697,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,9124,3521
Keith,31101,-5.29068,-2.223543,-6.214608,-6.214608,-6.907755,-0.0120726,-6.214608,-6.907755,-6.907755,-5.115996,-6.907755,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.942482,-0.9529547,-0.7444405,-1.60445,-0.7256704,-0.7657179,-0.759287,-0.7657179,-0.7381445,-0.7678707,-0.7657179,-0.7444405,-0.759287,-0.7678707,8368,3790
Hamilton,31081,-5.521460918,-1.966112856,-6.214608098,-5.298317367,-2.975929646,-0.820980552,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.733969175,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,9124,3521
Merrick,31121,-5.298317367,-2.040220829,-6.214608098,-5.80914299,-2.975929646,-0.46203546,-6.214608098,-4.605170186,-4.605170186,-2.353878387,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-1.660731207,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.820980552,-0.527632742,-1.514127733,-0.510825624,-0.673344553,-0.693147181,-0.673344553,1.342864803,-0.510825624,-0.579818495,-2.995732274,-0.527632742,-0.673344553,7845,3057
Merrick,31121,-5.366596,-2.141317,-6.214608,-5.841322,-2.97593,-0.4926583,-6.214608,-6.907755,-6.907755,-2.359111,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-1.817939,-2.292635,-2.796881,-1.60445,-6.907755,-3.926522,-0.8386635,-0.7020198,-1.60445,-0.6982435,-0.7062324,-0.7049668,-0.7062324,1.339951,-0.7066547,-0.7062324,-0.7020198,-0.7049668,-0.7066547,7845,3057
Cherry,31031,-5.521460918,-2.207274913,-6.214608098,-5.80914299,-2.975929646,-1.30933332,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.733969175,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,0.058268908,0.343589704,-0.562118918,-2.995732274,-0.510825624,-0.653926467,5713,2477
Cherry,31031,-5.5744,-2.254748,-6.214608,-5.868362,-2.97593,-1.392312,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.890821,-0.7486599,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,0.0497421,0.2631332,-0.6911492,-0.6911492,-0.6911492,-0.6911492,5713,2477
Butler,31023,-5.186776,-2.56395,-6.214608,-5.892525,-2.97593,-1.422958,-6.214608,-6.907755,-6.907755,-3.537017,-6.214608,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-3.921592,-0.8149382,-0.6911492,-6.907755,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,8395,3408
Butler,31023,-5.11599581,-2.407945609,-6.214608098,-5.80914299,-2.975929646,-1.347073648,-6.214608098,-4.605170186,-4.605170186,-3.540459449,-6.214608098,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.540459449,-0.798507696,-0.510825624,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,8395,3408
Nemaha,31127,-5.80914299,-1.714798428,-6.214608098,-6.214608098,-2.975929646,0.067658648,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.540459449,-0.916290732,-0.544727175,-1.514127733,-0.544727175,-0.713349888,-0.733969175,-0.713349888,-0.713349888,-0.544727175,-0.616186139,-2.995732274,-0.562118918,-0.713349888,7248,2826
Clay,31035,-5.298317367,-2.040220829,-6.214608098,-5.80914299,-2.975929646,-0.616186139,-6.214608098,0.792992516,-3.506557897,-4.710530702,-6.214608098,-2.207274913,-2.207274913,1.691939134,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.040220829,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.575550769,-1.021651248,-0.616186139,-1.514127733,-0.579818495,-0.820980552,-0.820980552,-0.820980552,-0.776528789,-0.634878272,-0.713349888,-2.995732274,-0.634878272,-0.820980552,6542,2605
Nemaha,31127,-5.809143,-1.766092,-6.214608,-6.214608,-2.97593,0.0501951,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.936392,-0.9310284,-0.7403941,-1.60445,-0.723072,-0.7599995,-0.7540774,-0.7599995,-0.7345867,-0.7619813,-0.7599995,-0.7403941,-0.7540774,-0.7619813,7248,2826
Clay,31035,-5.294774,-2.099644,-6.214608,-5.655468,-2.97593,-0.6524416,-6.214608,0.7889118,-3.863233,-4.724142,-6.214608,-2.292635,-2.292635,1.677283,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.264848,-2.292635,-2.796881,-1.60445,-6.907755,-3.958543,-1.06031,-0.8104303,-1.60445,-0.7675116,-0.8603831,-0.8451335,-0.8603831,-0.7959185,-0.8655184,-0.8603831,-0.8104303,-0.8451335,-0.8655184,6542,2605
Box Butte,31013,-4.605170186,-2.813410717,-6.214608098,-5.298317367,-6.907755279,-0.174353387,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.907755279,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.575550769,-0.867500568,-0.544727175,-3.912023005,-0.527632742,-0.693147181,-0.713349888,-0.693147181,-0.693147181,-0.527632742,-0.597837001,-2.995732274,-0.544727175,-0.693147181,11308,4454
Box Butte,31013,-4.632541,-2.958115,-6.214608,-5.295987,-6.907755,-0.1992643,-6.214608,-6.907755,-6.907755,-5.088057,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-3.942014,-0.8803534,-0.724122,-6.907755,-0.7125849,-0.7370991,-0.7331882,-0.7370991,-0.7202615,-0.7384061,-0.7370991,-0.724122,-0.7331882,-0.7384061,11308,4454
Sheridan,31161,-5.040579,-2.632479,-6.214608,-5.692842,-2.97593,-0.0177276,-6.214608,-6.907755,-6.907755,-4.780715,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-4.059943,-1.595227,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,5469,2490
Knox,31107,-5.809143,-3.963316,-6.214608,-5.675195,-2.97593,-0.0950872,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.032558,-6.907755,-2.796881,-6.907755,-6.907755,-3.876549,-0.718693,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,8701,3922
Sheridan,31161,-5.11599581,-2.525728644,-6.214608098,-5.80914299,-2.975929646,0,-6.214608098,-4.605170186,-4.605170186,-4.828313737,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.649658741,-1.560647748,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,5469,2490
Knox,31107,-5.80914299,-3.506557897,-6.214608098,-5.80914299,-2.975929646,-0.072570693,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-1.832581464,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.693147181,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,8701,3922
Custer,31041,-4.96184513,-1.560647748,-6.214608098,-5.521460918,-2.975929646,-1.427116356,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.88376754,0.688134639,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.776528789,-0.544727175,-1.514127733,-0.544727175,-0.713349888,-0.733969175,1.098612289,-0.713349888,-0.544727175,-0.616186139,-2.995732274,-0.562118918,-0.693147181,10939,4687
Custer,31041,-4.920109,-1.580284,-6.214608,-5.623355,-2.97593,-1.500584,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.8654184,0.648934,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.892518,-0.8010024,-0.7394767,-1.60445,-0.7224824,-0.7587044,-0.7528972,1.093478,-0.7337798,-0.7606477,-0.7587044,-0.7394767,-0.7528972,-0.7252948,10939,4687
Colfax,31037,-5.521460918,-1.560647748,-6.214608098,-5.80914299,-2.975929646,-0.916290732,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.755022584,1.972691172,-1.514127733,-0.527632742,-0.693147181,-0.713349888,-0.693147181,-0.693147181,-0.527632742,-0.597837001,-2.995732274,-0.544727175,-0.693147181,10515,3216
Colfax,31037,-5.512501,-1.591271,-6.214608,-5.675681,-2.97593,-0.96934,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.877768,-0.7644371,1.959218,-1.60445,-0.7101803,-0.731888,-0.728429,-0.731888,-0.7169846,-0.7330437,-0.731888,0.2954849,-0.728429,-0.7330437,10515,3216
Fillmore,31059,-5.502884,-2.529925,-6.214608,-5.43758,-2.97593,-1.065661,-6.214608,-6.907755,-6.907755,-4.810351,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.937748,-0.8507111,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,5890,2606
Fillmore,31059,-5.521460918,-2.407945609,-6.214608098,-5.521460918,-2.975929646,-1.021651248,-6.214608098,-4.605170186,-4.605170186,-4.828313737,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.575550769,-0.820980552,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,5890,2606
Richardson,31147,-5.521460918,-3.218875825,-6.214608098,-5.80914299,-2.975929646,0.086177696,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.733969175,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,8363,3796
Richardson,31147,-5.528989,-3.37553,-6.214608,-5.82595,-2.97593,0.0699258,-6.214608,-6.907755,-6.907755,-5.115996,-6.199719,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.895494,-0.758575,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,8363,3796
Cedar,31027,-5.80914299,-3.506557897,-6.214608098,-5.80914299,-2.975929646,-0.061875404,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.733969175,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,8852,3711
Cedar,31027,-5.809143,-3.932226,-6.214608,-5.675195,-2.97593,-0.0819334,-6.214608,-6.907755,-6.907755,-5.065619,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.897838,-0.7635697,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,8852,3711
Dakota,31043,-5.521460918,-2.659260037,-6.214608098,-6.214608098,-2.975929646,-0.820980552,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.506557897,-0.673344553,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,21006,5987
Dakota,31043,-5.476249,-2.85597,-6.214608,-6.123854,-2.97593,-0.87707,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.863233,-0.6911492,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,21006,5987
Cuming,31039,-5.809143,-1.371997,-6.214608,-6.214608,-2.97593,-0.5332173,-6.214608,-6.907755,-6.907755,-4.022954,-6.175387,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.897838,-0.8524779,-0.7483579,-1.60445,-0.7281824,-0.7712632,-0.7643363,-0.3253839,-0.7415874,-0.7735828,-0.7712632,-0.7483579,-0.7643363,-0.7735828,9139,3749
Cuming,31039,-5.80914299,-1.347073648,-6.214608098,-6.214608098,-2.975929646,-0.494296322,-6.214608098,-4.605170186,-4.605170186,-4.017383521,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.820980552,-0.562118918,-1.514127733,-0.544727175,-0.733969175,-0.755022584,-0.301105093,-0.713349888,-0.562118918,-0.634878272,-2.995732274,-0.579818495,-0.733969175,9139,3749
