cnty,GEOID,w_as_ln,w_ba_ln,w_cd_ln,w_cr_ln,w_cn_ln,w_fl_ln,w_hg_ln,w_no3_ln,w_no2_ln,w_se_ln,w_sb_ln,w_endrin_ln,w_methoxychlor_ln,w_dalapon_ln,w_deha_ln,w_simazine_ln,w_dehp_ln,w_picloram_ln,w_dinoseb_ln,w_atrazine_ln,w_24d_ln,w_benzoap_ln,w_pcp_ln,w_pcb_ln,w_dbcp_ln,w_edb_ln,w_xylenes_ln,w_chlordane_ln,w_dcm_ln,w_pdcb_ln,w_111trichlorane_ln,w_trichlorene_ln,w_c2cl4_ln,w_benzene_ln,w_toluene_ln,w_ethylbenz_ln,w_stryene_ln,w_dce_ln,tot_pop,pop_abv_50y
Thayer,31169,-5.648584,-1.631343,-6.214608,-6.197259,-2.97593,-1.330544,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.4061316,0.2631332,-1.65026,-2.292635,-2.796881,-1.60445,-6.907755,-3.920391,-0.8123062,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.5516476,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,5228,2549
Thayer,31169,-5.521460918,-1.609437912,-6.214608098,-6.214608098,-2.975929646,-1.272965676,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.431782416,0.322083499,-1.514127733,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.798507696,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.527632742,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,5228,2549
Jefferson,31095,-5.80914299,-1.609437912,-6.214608098,-5.80914299,-2.975929646,-0.186329578,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-1.897119985,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.611918413,-1.021651248,-0.527632742,-1.514127733,-0.510825624,-0.673344553,-0.693147181,-0.673344553,-0.693147181,-0.510825624,-0.579818495,-2.995732274,-0.527632742,-0.673344553,7547,3431
Jefferson,31095,-5.792614,-1.65026,-6.214608,-5.950323,-2.97593,-0.2156715,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.148434,-2.292635,-2.796881,-1.60445,-6.907755,-4.009479,-1.047761,-0.7056697,-1.60445,-0.7006195,-0.7113112,-0.7096153,-0.7113112,-0.7039835,-0.711877,-0.7113112,-0.7056697,-0.7096153,-0.711877,7547,3431
Red Willow,31145,-4.665982,-2.5659,-6.214608,-6.214608,-2.97593,-0.3271161,-6.214608,-6.907755,-6.907755,-4.512591,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.924602,-0.8215489,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,11055,4338
Red Willow,31145,-4.710530702,-2.407945609,-6.214608098,-6.214608098,-2.975929646,-0.301105093,-6.214608098,-4.605170186,-4.605170186,-4.509860006,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.540459449,-0.798507696,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,11055,4338
Washington,31177,-5.80914299,-3.218875825,-6.214608098,-5.298317367,-2.975929646,-0.174353387,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.431782416,0.322083499,-0.342490309,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.506557897,-0.673344553,-0.46203546,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,20234,7246
Holt,31089,-5.181275,-2.057582,-6.214608,-5.657854,-2.97593,-0.8815874,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.36446,-6.907755,-2.796881,-6.907755,-6.907755,-3.914109,-0.7986003,1.802425,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.5516476,-0.6911492,1.065055,-0.6911492,-0.6911492,10435,4532
Washington,31177,-5.809143,-3.348131,-6.214608,-5.238163,-2.97593,-0.1988285,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.4061316,0.2631332,-0.384193,-2.292635,-2.796881,-1.60445,-6.907755,-3.863233,-0.6911492,-0.6392905,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,20234,7246
Holt,31089,-5.11599581,-1.966112856,-6.214608098,-5.80914299,-2.975929646,-0.84397007,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.120263536,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.540459449,-0.776528789,1.818076778,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.385662481,-0.562118918,-2.995732274,-0.510825624,-0.653926467,10435,4532
Dawson,31047,-4.92148,-2.598327,-6.214608,-5.548704,-2.97593,-0.9044857,-6.214608,-6.907755,-6.907755,-4.928307,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.8828029,0.6640616,-2.312299,-2.292635,-2.796881,-1.60445,-6.907755,-3.903406,-0.806079,-0.7152224,-1.60445,-0.7068236,-0.7246379,-0.7218039,-0.7246379,-0.712415,-0.7255843,-0.7246379,-0.7152224,-0.7218039,-0.7255843,24326,7882
Dawson,31047,-4.96184513,-2.525728644,-6.214608098,-5.521460918,-2.975929646,-0.867500568,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.90016135,0.703097511,-2.040220829,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.776528789,-0.527632742,-1.514127733,-0.527632742,-0.693147181,-0.713349888,-0.693147181,-0.693147181,-0.527632742,-0.597837001,-2.995732274,-0.544727175,-0.693147181,24326,7882
Seward,31159,-4.828313737,-1.660731207,-6.214608098,-5.80914299,-2.975929646,-0.430782916,-6.214608098,-4.605170186,-4.605170186,-3.170085661,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.713349888,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,16750,5822
Seward,31159,-4.807286,-1.720369,-6.214608,-5.701785,-2.97593,-0.4670746,-6.214608,-6.907755,-6.907755,-3.162968,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.883274,-0.7327546,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,16750,5822
Cass,31025,-4.828313737,-1.714798428,-6.214608098,-5.521460918,-2.975929646,-0.798507696,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-0.261364764,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.798507696,-0.562118918,-1.514127733,-0.544727175,-0.733969175,-0.733969175,-0.733969175,-0.713349888,-0.562118918,-0.634878272,-2.995732274,-0.562118918,-0.733969175,25241,9140
Cass,31025,-4.866535,-1.767799,-6.214608,-5.523685,-2.97593,-0.8351497,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-0.3065252,-2.292635,-2.796881,-1.60445,-6.907755,-3.907488,-0.8282036,-0.7444405,-1.60445,-0.7256704,-0.7657179,-0.759287,-0.7657179,-0.7381445,-0.7678707,-0.7657179,-0.7444405,-0.759287,-0.7678707,25241,9140
Saline,31151,-5.498905,-2.380682,-6.214608,-5.238163,-2.97593,-1.357707,-6.214608,-6.907755,-6.907755,-4.848197,-6.214608,-6.907755,-6.907755,0.693647,-6.907755,-6.907755,-6.907755,0.9166906,0.693647,-6.907755,-2.292635,-6.907755,-1.60445,-6.907755,-3.88617,-0.7785552,-0.7239446,-6.907755,-0.7124702,-0.7368503,-0.7329611,-0.7368503,0.843254,-0.7381501,-0.7368503,-0.7239446,-0.7329611,-0.7381501,14200,4620
Saline,31151,-5.521460918,-2.302585093,-6.214608098,-5.298317367,-2.975929646,-1.272965676,-6.214608098,-4.605170186,-4.605170186,-4.828313737,-6.214608098,-4.605170186,-4.605170186,0.732367894,-2.813410717,-2.995732274,-2.525728644,0.932164081,0.732367894,-3.506557897,-1.660731207,-4.605170186,-1.560647748,-2.813410717,-3.506557897,-0.755022584,-0.544727175,-3.912023005,-0.527632742,-0.693147181,-0.713349888,-0.693147181,0.845868268,-0.527632742,-0.597837001,-2.995732274,-0.544727175,-0.693147181,14200,4620
York,31185,-5.324661,-1.790693,-6.214608,-5.838866,-2.97593,-1.238258,-6.214608,-6.907755,-6.907755,-4.801794,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,1.177423,0.693647,0.5013812,-1.680923,-2.292635,-2.796881,-1.60445,-6.907755,-3.946847,-0.8711742,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,13665,5408
York,31185,-5.298317367,-1.714798428,-6.214608098,-5.80914299,-2.975929646,-1.171182982,-6.214608098,-4.605170186,-4.605170186,-4.828313737,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,1.202972304,0.712949808,0.548121409,-1.514127733,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.575550769,-0.84397007,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,13665,5408
Saunders,31155,-5.420132,-1.94156,-6.214608,-4.909998,-2.97593,-0.6853443,-6.214608,-6.907755,-6.907755,-4.978319,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-1.092133,-2.292635,-2.796881,-1.60445,-6.907755,-3.909645,-0.7889242,-0.6911492,-1.60445,-0.6911492,0.4706284,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.4292457,-0.6911492,-0.6911492,-0.2863496,20780,7604
Saunders,31155,-5.521460918,-1.897119985,-6.214608098,-4.96184513,-2.975929646,-0.653926467,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-1.021651248,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.776528789,-0.510825624,-1.514127733,-0.510825624,0.482426149,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.328504067,-2.995732274,-0.510825624,-0.261364764,20780,7604
Otoe,31131,-5.434137,-2.447611,-6.214608,-6.214608,-2.97593,-0.2721837,-6.214608,-6.907755,-6.907755,-5.115996,-6.214608,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-3.863233,-0.7384061,-0.724122,-6.907755,-0.7125849,-0.7370991,-0.7331882,-0.7370991,-0.7202615,-0.7384061,-0.7370991,-0.724122,-0.7331882,-0.7384061,15740,6269
Otoe,31131,-5.521460918,-2.302585093,-6.214608098,-6.214608098,-2.975929646,-0.248461359,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.506557897,-0.713349888,-0.544727175,-3.912023005,-0.527632742,-0.693147181,-0.713349888,-0.693147181,-0.693147181,-0.527632742,-0.597837001,-2.995732274,-0.544727175,-0.693147181,15740,6269
Adams,31001,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-2.975929646,-0.127833372,-6.907755279,-4.605170186,-4.605170186,-6.907755279,-6.214608098,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.506557897,-0.776528789,-0.562118918,-3.912023005,-0.544727175,-0.733969175,-0.755022584,-0.733969175,-0.733969175,-0.579818495,-0.634878272,-2.995732274,-0.579818495,-0.755022584,31364,10987
Adams,31001,-5.691023,-1.739167,-6.214608,-5.769032,-2.97593,-0.5214373,-6.214608,-6.907755,-6.907755,-4.776591,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.693647,0.5013812,-1.877317,-2.292635,-2.796881,-1.60445,-6.907755,-3.886078,-0.7478747,-0.7040995,-1.60445,-0.6995977,-0.7091254,-0.707615,-0.7091254,-0.7025967,-0.7096294,-0.7091254,-0.7040995,-0.707615,-0.7096294,31364,10987
Platte,31141,-4.917145,-1.318013,-6.214608,-6.050684,-2.97593,-0.4457664,-6.214608,-6.907755,-6.907755,-4.794517,-6.214608,-2.292635,-2.292635,-6.907755,-0.6911492,-2.292635,0.693647,-6.907755,-6.907755,-2.513306,-6.907755,-2.796881,-6.907755,-6.907755,-3.863233,-0.702941,-0.6994208,-1.60445,-0.3715699,-0.7026205,-0.7016595,0.1531706,-0.5279268,-0.702941,-0.3451094,-0.6994208,-0.7016595,-0.0019384,32237,11197
Platte,31141,-4.96184513,-1.272965676,-6.214608098,-6.214608098,-2.975929646,-0.415515444,-6.214608098,-4.605170186,-4.605170186,-4.828313737,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.579818495,-1.897119985,0.732367894,-3.218875825,-2.525728644,-2.207274913,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.506557897,-0.693147181,-0.510825624,-1.514127733,-0.235722334,-0.673344553,-0.693147181,0.165514438,-0.510825624,-0.510825624,-0.248461359,-2.995732274,-0.527632742,0.019802627,32237,11197
Lincoln,31111,-5.521460918,-2.040220829,-6.214608098,-5.80914299,-2.975929646,-0.733969175,-6.214608098,-4.605170186,-4.605170186,-4.828313737,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.88376754,0.688134639,-1.832581464,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.776528789,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.430782916,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,36288,13248
Lincoln,31111,-5.505957,-2.079251,-6.214608,-5.734407,-2.97593,-0.7717782,-6.214608,-6.907755,-6.907755,-4.830503,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.8654184,0.648934,-2.049106,-2.292635,-2.796881,-1.60445,-6.907755,-3.915141,-0.8008466,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.4604494,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,36288,13248
Gage,31067,-5.80914299,-1.832581464,-6.214608098,-6.214608098,-2.975929646,-0.162518929,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.415515444,-1.897119985,0.732367894,0.932164081,0.732367894,-2.040220829,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.575550769,-0.84397007,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,22311,9061
Gage,31067,-5.762472,-1.88717,-6.214608,-6.214608,-2.97593,-0.1855076,-6.214608,-6.907755,-6.907755,-5.02829,-6.214608,-2.292635,-2.292635,0.693647,-0.5091603,-2.292635,0.693647,0.9166906,0.693647,-2.292635,-2.292635,-2.796881,-1.60445,-6.907755,-3.945925,-0.8690891,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,22311,9061
Buffalo,31019,-5.298317367,-2.040220829,-6.214608098,-5.80914299,-2.975929646,-1.171182982,-6.214608098,-4.605170186,-4.605170186,-4.710530702,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,1.609437912,0.712949808,0.548121409,-1.966112856,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.820980552,-0.527632742,-1.287354413,-0.527632742,-0.673344553,-0.693147181,-0.673344553,-0.46203546,-0.510825624,-0.579818495,-2.995732274,-0.527632742,-0.673344553,46102,13536
Buffalo,31019,-5.236047,-2.082045,-6.214608,-5.68251,-2.97593,-1.225878,-6.214608,-6.907755,-6.907755,-4.733856,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,1.594274,0.693647,0.5013812,-2.233059,-2.292635,-2.796881,-1.60445,-6.907755,-3.915601,-0.8317527,-0.7098575,-1.360627,-0.7033418,-0.7171472,-0.7149547,-0.7171472,-0.4749874,-0.7178791,-0.7171472,-0.7098575,-0.7149547,-0.7178791,46102,13536
Scotts Bluff,31157,-4.422848629,-2.525728644,-6.214608098,-5.80914299,-2.975929646,-0.579818495,-6.214608098,0.476234179,-3.506557897,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.712949808,0.548121409,-2.207274913,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.575550769,-0.916290732,-0.562118918,-1.514127733,-0.544727175,-0.494296322,-0.755022584,-0.733969175,-0.733969175,-0.562118918,-0.634878272,-2.995732274,-0.579818495,-0.733969175,36970,13640
Scotts Bluff,31157,-4.453727,-2.579877,-6.214608,-5.826035,-2.97593,-0.6075813,-6.214608,0.4706284,-3.863233,-5.029213,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.693647,0.5013812,-2.513306,-2.292635,-2.796881,-1.60445,-6.907755,-3.95894,-0.9505516,-0.7541469,-1.60445,-0.731888,-0.5196141,-0.7718085,-0.7794743,-0.7466721,-0.7820427,-0.7794743,-0.7541469,-0.7718085,-0.7820427,36970,13640
McPherson,31117,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-6.907755279,-3.912023005,-6.907755279,-4.605170186,-4.605170186,-6.907755279,-6.907755279,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-2.407945609,-4.605170186,-4.605170186,-2.813410717,-3.506557897,-0.673344553,-0.510825624,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,34876,213
McPherson,31117,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-3.863233,-0.6911492,-0.6911492,-6.907755,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,34876,213
Hall,31079,-5.298317367,-2.813410717,-6.214608098,-5.11599581,-2.975929646,-0.967584026,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-1.832581464,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.820980552,-0.544727175,-1.514127733,-0.544727175,-0.713349888,-0.733969175,-0.713349888,-0.562118918,1.278152203,-0.400477567,-2.995732274,-0.562118918,-0.693147181,58607,18546
Hall,31079,-5.340964,-2.910341,-6.214608,-5.15076,-2.97593,-1.03082,-6.214608,-6.907755,-6.907755,-5.074774,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.04691,-2.292635,-2.796881,-1.60445,-6.907755,-3.902806,-0.8481995,-0.738377,-1.60445,-0.7217753,-0.7571525,-0.7514828,-0.7571525,-0.5708452,1.24834,-0.5085663,-0.738377,-0.7514828,-0.7245232,58607,18546
Dodge,31053,-5.018038,-1.930591,-6.214608,-5.996477,-2.97593,-0.3192874,-6.214608,-6.907755,-6.907755,-4.92848,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-2.179925,-2.292635,-2.796881,-1.60445,-6.907755,-3.878226,-0.9532681,-0.8426144,-1.60445,-0.7875494,-0.9075788,-0.8876426,-0.9075788,-0.8239205,-0.9143135,-0.9075788,-0.8426144,-0.8876426,-1.242699,36691,13709
Dodge,31053,-4.96184513,-1.897119985,-6.214608098,-6.214608098,-2.975929646,-0.287682072,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-1.966112856,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.506557897,-0.94160854,-0.634878272,-1.514127733,-0.597837001,-0.867500568,-0.867500568,-0.867500568,-0.798507696,-0.673344553,-0.755022584,-2.995732274,-0.673344553,-1.171182982,36691,13709
Sarpy,31153,-5.298317367,-1.966112856,-6.214608098,-5.521460918,-2.975929646,-0.301105093,-6.214608098,-4.605170186,-4.605170186,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.932164081,0.732367894,-1.560647748,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.611918413,-0.967584026,-0.510825624,-1.514127733,-0.510825624,-0.653926467,-0.673344553,-0.653926467,-0.673344553,-0.494296322,-0.562118918,-2.995732274,-0.510825624,-0.653926467,158840,39594
Sarpy,31153,-5.218583,-2.014497,-6.214608,-5.544715,-2.97593,-0.3293377,-6.214608,-6.907755,-6.907755,-5.027146,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.9166906,0.693647,-1.725972,-2.292635,-2.796881,-1.60445,-6.907755,-3.99644,-0.9870709,-0.6911492,-1.60445,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,-0.6911492,158840,39594
Lancaster,31109,-5.298317367,-1.966112856,-6.214608098,-5.11599581,-2.975929646,-0.494296322,-6.214608098,-1.832581464,-3.506557897,-4.96184513,-6.214608098,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.90016135,0.703097511,-2.040220829,-1.660731207,-2.659260037,-1.560647748,-2.813410717,-3.540459449,-0.94160854,-0.579818495,-1.514127733,-0.544727175,-0.755022584,-0.776528789,-0.755022584,-0.733969175,-0.579818495,-0.653926467,-2.995732274,-0.597837001,-0.755022584,285407,81115
Lancaster,31109,-5.233935,-2.028036,-6.214608,-5.199076,-2.97593,-0.5336232,-6.214608,-1.890475,-3.863233,-4.934021,-6.214608,-2.292635,-2.292635,0.693647,-0.6911492,-2.292635,0.693647,0.8828029,0.6640616,-2.246914,-2.292635,-2.796881,-1.60445,-6.907755,-3.935206,-0.9618362,-0.7691801,-1.60445,-0.7414749,-0.8008915,-0.791272,-0.8008915,-0.7598595,-0.8041186,-0.8008915,-0.7691801,-0.791272,-0.8041186,285407,81115
Douglas,31055,-5.492172,-2.001617,-6.214608,-5.169844,-2.97593,-0.4849142,-6.214608,-6.907755,-6.907755,-5.09293,-6.214608,-2.292635,-2.292635,-6.907755,-0.6787513,-2.292635,0.693647,-6.907755,-6.907755,-1.646134,-6.907755,-2.796881,-6.907755,-6.907755,-3.920079,-0.8870426,-0.7456747,-1.60445,-0.7264622,-0.767464,-0.7608772,-0.5200098,-0.7392294,-0.7696692,-0.767464,-0.7456747,-0.7608772,-0.7696692,517110,145392
Douglas,31055,-5.521460918,-1.966112856,-6.214608098,-5.11599581,-2.975929646,-0.46203546,-6.214608098,-4.605170186,-4.605170186,-5.11599581,-6.214608098,-2.207274913,-2.207274913,-2.525728644,-0.562118918,-1.897119985,0.732367894,-3.218875825,-2.525728644,-1.514127733,-2.407945609,-2.659260037,-4.605170186,-2.813410717,-3.540459449,-0.867500568,-0.562118918,-1.514127733,-0.544727175,-0.733969175,-0.733969175,-0.494296322,-0.713349888,-0.562118918,-0.634878272,-2.995732274,-0.562118918,-0.733969175,517110,145392